"all_quant[, 1]","prot_descr[all_quant[, 1], 2]","SIN_12500amol_1","SIN_12500amol_2","SIN_12500amol_3","SIN_125amol_1","SIN_125amol_2","SIN_125amol_3","SIN_25000amol_1","SIN_25000amol_2","SIN_25000amol_3","SIN_2500amol_1","SIN_2500amol_2","SIN_2500amol_3","SIN_250amol_1","SIN_250amol_2","SIN_250amol_3","SIN_50000amol_1","SIN_50000amol_2","SIN_50000amol_3","SIN_5000amol_1","SIN_5000amol_2","SIN_5000amol_3","SIN_500amol_1","SIN_500amol_2","SIN_500amol_3","SIN_50amol_1","SIN_50amol_2","SIN_50amol_3"
"sp|P02992|EFTU_YEAST","60S ribosomal protein L7-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL7A PE=1 SV=3",-18.9426,-19.4593,-21.0574,-19.2243,-18.5723,-19.2417,-19.7354,-20.5549,-20.3123,-19.5808,-19.7993,-20.0463,-18.6681,-18.5446,-18.9993,-19.6356,-19.9782,-19.0433,-19.7364,-19.2179,-18.9881,-19.3381,-19.0939,-18.8108,-20.6822,-18.2803,-18.6617
"sp|P02994|EF1A_YEAST","60S ribosomal protein L9-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL9A PE=1 SV=2",-14.0571,-13.9421,-13.9877,-13.9725,-13.9291,-13.7758,-14.0984,-14.1351,-13.992,-13.766,-13.8408,-14.1345,-13.893,-13.7897,-13.8316,-14.1072,-14.1184,-14.0624,-13.7334,-13.7446,-13.9467,-13.895,-13.8942,-13.844,-14.462,-14.4305,-14.262
"sp|P03962|PYRF_YEAST","60S ribosomal protein L17-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL17A PE=1 SV=4",-18.9614,NA,-20.7151,-18.0241,-19.3906,-20.7367,-19.5196,-20.4234,-18.8277,-20.0291,-18.8115,-18.7298,-18.9373,-21.7299,-20.6244,-19.374,-18.9628,-20.9988,-22.3915,-18.5587,-17.6557,-18.9826,-19.1745,-19.8786,-17.3014,-19.3201,-18.5398
"sp|P03965|CARB_YEAST","40S ribosomal protein S3 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS3 PE=1 SV=5",-21.1876,-21.6118,-20.7586,-20.4995,-20.8678,-20.4202,-21.0247,-20.995,-21.9897,-21.3042,-20.9272,-21.5267,-20.927,-20.7432,-20.5401,-20.6609,-22.863,-23.0837,-20.9724,-21.4744,-20.6915,-20.1932,-20.5733,-21.0239,-19.8732,-20.1114,-20.7733
"sp|P04037|COX4_YEAST","40S ribosomal protein S13 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS13 PE=1 SV=3",-18.6341,-19.1484,-19.8802,-18.88,-20.8564,-19.3189,-19.0299,-16.9349,-17.8133,-17.199,-18.7344,-19.9195,-19.9381,-19.3945,-20.1964,-19.9695,-18.9174,-19.5065,-18.2931,-18.4123,-18.3368,-20.1585,-19.1603,-19.8324,-21.2447,-19.5786,-18.9975
"sp|P04040ups|CATA_HUMAN_UPS","Hsp90 co-chaperone Cdc37 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CDC37 PE=1 SV=2",-18.6966,-18.7951,-18.0819,NA,NA,NA,-17.6047,-17.2262,-17.3688,NA,NA,NA,NA,NA,NA,-15.5018,-15.3375,-16.0165,-22.3246,-21.9362,NA,NA,-27.7241,NA,NA,NA,NA
"sp|P04076|ARLY_YEAST","Protein SCP160 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SCP160 PE=1 SV=3",-19.8003,-19.8459,-20.1072,-19.3056,-19.3149,-19.461,-19.4271,-19.8282,-19.8623,-19.2272,-19.9174,-18.9341,-19.6708,-19.9139,-18.7159,-19.6647,-20.6927,-19.8053,-19.5938,-20.3986,-19.5926,-19.4546,-19.6494,-19.3821,-18.7069,-20.094,-19.7395
"sp|P04147|PABP_YEAST","Homocysteine\cysteine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=MET17 PE=1 SV=3",-18.091,-18.8487,-18.6844,-18.4746,-17.9563,-18.2851,-18.437,-17.989,-18.2926,-18.4381,-17.989,-18.4968,-17.7887,-18.6788,-18.3391,-18.3782,-18.3192,-18.8355,-18.0217,-18.0959,-17.8625,-17.7479,-18.203,-17.9754,-17.895,-18.1387,-17.971
"sp|P04449|RL24A_YEAST","Ketol-acid reductoisomerase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ILV5 PE=1 SV=1",-17.1156,-17.1545,-21.7309,-17.1012,-17.3232,-17.2008,-16.8017,-16.5299,-17.3228,-16.4476,-16.699,-16.7981,-16.8795,-17.6938,-17.5874,-17.1611,NA,NA,-16.7859,-16.6148,-17.3234,-16.9448,-16.9078,-17.0311,NA,-17.052,-17.5755
"sp|P04456|RL25_YEAST","40S ribosomal protein S14-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS14A PE=1 SV=5",-18.1283,-18.2433,-17.784,-19.8763,-18.2977,-19.0028,-17.9478,-17.437,-17.8405,-18.4523,-18.3277,-18.1669,-18.4091,-19.2077,-20.2208,-17.4285,-18.858,-18.4296,-18.2462,-18.479,-18.5287,-19.402,-19.1352,-17.9413,-17.9669,-18.4569,-18.5059
"sp|P04650|RL39_YEAST","Gelsolin (Chain 28-782) - Homo sapiens (Human)",-15.8394,-16.9262,-16.8519,-15.7757,-16.0447,-15.5993,-18.3145,-18.8934,-16.4255,-16.9044,-16.2505,-15.8588,-15.8291,-15.4445,-15.7796,-17.0987,-16.7859,-16.8036,-17.2799,-16.4697,-16.391,-15.8954,-15.693,-15.6137,-17.0172,-15.2779,-15.9027
"sp|P04801|SYTC_YEAST","ATP-dependent RNA helicase DED1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=DED1 PE=1 SV=2",-19.5589,-19.3188,-19.6737,-19.2448,-19.375,-19.3248,-19.324,-19.9582,-19.3986,-19.385,-19.7993,-20.536,-20.6406,-19.1797,-19.8198,-19.5984,-20.71,-20.3158,-19.1377,-19.3892,-20.2396,-19.5792,-19.9657,-19.5562,-20.0189,-20.7437,-20.5457
"sp|P04802|SYDC_YEAST","Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)",-17.4155,-17.9742,-17.0066,-17.4552,-17.5147,-17.5858,-18.3389,-17.6342,-18.0423,-17.685,-17.7158,-17.6946,-17.0481,-17.0823,-17.315,-18.4254,-18.2422,-17.7743,-17.0762,-17.6432,-17.4861,-17.0947,-17.5438,-17.054,-16.7637,-17.1971,-17.2516
"sp|P04806|HXKA_YEAST","Glycogen phosphorylase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GPH1 PE=1 SV=4",-17.7311,-17.6451,-17.958,-17.5,-17.7453,-17.7779,-17.3996,-17.9157,-17.8843,-17.3573,-17.1358,-17.7853,-17.2014,-17.4521,-17.3698,-17.4265,-16.8163,-17.1967,-17.2482,-17.2749,-17.2266,-17.3102,-17.3888,-17.2616,-16.7555,-16.8361,-17.0237
"sp|P04807|HXKB_YEAST","GTP-binding protein RHO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RHO1 PE=1 SV=3",-17.0894,-16.4777,-16.7238,-17.2938,-16.8538,-16.8558,-17.0407,-17.2721,-17.4186,-16.9895,-17.1427,-17.0334,-16.8261,-17.2331,-17.5784,-17.3291,-17.1405,-17.6739,-17.3584,-17.062,-16.8485,-17.2287,-17.6316,-17.1674,-16.6204,-17.2427,-16.3988
"sp|P04840|VDAC1_YEAST","Calmodulin OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CMD1 PE=1 SV=1",-15.8389,-16.024,-15.6343,-16.4303,-15.9525,-15.9764,-15.922,-16.5913,-16.2592,-16.282,-15.956,-15.9495,-15.7565,-16.188,-16.1764,-16.568,-16.6366,-16.5825,-16.2412,-16.2395,-16.2953,-16.0895,-16.434,-16.5156,-16.0443,-16.9707,-16.6502
"sp|P04911|H2A1_YEAST","Cytochrome c1, heme protein, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CYT1 PE=1 SV=1",-16.1715,-17.0135,-16.4783,-16.9324,-16.2623,-18.6494,-16.9362,-15.8837,-16.8497,-17.7961,-17.4424,-17.2908,-17.5804,-19.4212,-17.8139,-17.0307,-18.087,-17.6076,-19.0282,-17.4601,-19.4928,-17.8496,-16.3084,-18.4852,-16.4625,-16.9906,-17.2233
"sp|P05030|PMA1_YEAST","Fatty acid synthase subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=FAS1 PE=1 SV=2",-19.3548,-19.1864,-18.682,-19.3133,-22.1929,-19.4404,-18.765,-18.6205,-19.9687,-25.6715,-18.8929,-26.1633,-19.1846,-18.8677,-18.9228,-18.4366,-26.1421,-18.294,-24.0633,-18.8512,-24.4846,-19.4239,-19.1982,-25.8729,-25.9888,-25.1854,-26.1003
"sp|P05317|RLA0_YEAST","Adenylate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ADK1 PE=1 SV=2",-16.2006,-16.9029,-17.6189,-17.1225,-16.496,-16.6838,-17.0264,-17.3757,-16.8059,-17.7109,-16.6989,-18.1026,-17.2404,-17.1838,-17.0033,-17.3406,-16.8833,-17.3465,-17.2189,-17.2707,-16.621,-17.6075,-16.6091,-18.8131,-17.1521,-16.1714,-16.4494
"sp|P05319|RLA2_YEAST","Alcohol dehydrogenase 3, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ADH3 PE=1 SV=2",-18.0082,-17.774,-16.6512,-17.9311,-17.1312,-17.368,-17.4342,-17.7166,-16.8897,-17.9739,-17.1881,-17.2485,-17.2114,-17.7873,-17.2219,-17.5087,-18.349,-16.7093,-17.6778,-18.3805,-16.7822,-16.8565,-18.2594,-17.4281,-17.3824,-16.6644,-17.4314
"sp|P05413ups|FABPH_HUMAN_UPS","ATP synthase subunit alpha, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ATP1 PE=1 SV=5",-17.3205,-18.0921,-17.4776,NA,NA,NA,-16.9415,-17.7345,-18.5853,NA,NA,NA,NA,NA,NA,-16.771,-16.3196,-16.1249,-21.329,NA,-22.2551,NA,NA,NA,NA,NA,NA
"sp|P05453|ERF3_YEAST","Cytochrome b-c1 complex subunit 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=COR1 PE=1 SV=1",-23.9273,-24.0116,-24.3332,NA,-24.1093,-23.8438,NA,-23.9517,NA,-23.0733,-24.0572,-22.9601,NA,-23.9631,-23.2093,NA,NA,NA,-23.033,-22.759,-23.7885,-24.2783,NA,NA,-23.3545,NA,NA
"sp|P05626|ATPF_YEAST","Cytochrome b-c1 complex subunit 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=QCR2 PE=1 SV=1",-21.354,-21.8045,-21.3432,-22.2918,-20.2619,-19.9129,-21.5247,-23.1421,-20.9729,-21.8332,-21.8609,-20.6578,-21.7457,-20.7483,-20.5829,-20.4324,-20.6693,-20.6219,-20.963,-21.8176,-20.6608,-21.3324,-20.9373,-20.5457,-20.6743,NA,-21.8791
"sp|P05694|METE_YEAST","Protein URA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=URA2 PE=1 SV=5",-16.4895,-17.1187,-16.7622,-16.8961,-17.0943,-17.1158,-16.5272,-16.5532,-17.2079,-16.6305,-16.9178,-16.8184,-16.8902,-16.8891,-16.9903,-17.035,-16.8181,-17.1599,-16.5268,-17.134,-16.4432,-16.8387,-16.9088,-16.8699,-16.4298,-16.4685,-16.1772
"sp|P05737|RL7A_YEAST","Eukaryotic translation initiation factor 4E OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CDC33 PE=1 SV=1",-17.5324,-16.7933,-17.4173,-16.9511,-17.9585,-18.0454,-16.5857,-17.4896,-16.7248,-17.2128,-16.9442,-17.5093,-17.2545,-17.3428,-16.9354,-17.443,-17.411,-17.5058,-16.7185,-16.5644,-16.9693,-16.6288,-17.0671,-16.332,-17.9941,NA,-16.577
"sp|P05738|RL9A_YEAST","NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GDH1 PE=1 SV=2",-15.793,-22.5887,-22.7398,-22.189,-17.0263,-16.5045,-23.0035,-15.8495,-15.3962,-15.9225,-16.2131,-21.4712,-21.9611,-22.9144,-23.135,-22.2822,-22.8209,-22.9215,-22.6553,-22.6241,-22.7436,-16.5249,-15.982,-15.9156,-21.5928,-21.35,-20.7976
"sp|P05739|RL6B_YEAST","Histidine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=HTS1 PE=1 SV=2",-20.9378,-18.8543,-18.763,-17.889,-18.7525,-18.2238,-17.6293,-20.6701,NA,-18.1393,-19.4,-18.8167,-17.9398,-17.9719,-18.1464,-20.237,-19.0731,-20.6657,NA,-19.2287,-21.2672,-18.838,-18.8154,-19.8768,-19.8875,NA,-20.9348
"sp|P05740|RL17A_YEAST","3-isopropylmalate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=LEU1 PE=1 SV=3",-18.4776,-17.8736,-17.646,-18.3272,-18.1206,-18.4947,-18.3114,-17.3967,-17.7554,-17.9587,-17.9022,-18.1408,-17.9294,-17.2005,-18.1195,-18.2121,-18.9173,-17.3835,-18.4022,-17.997,-18.0075,-18.6235,-17.9126,-17.7762,-19.0974,-18.0381,-17.7565
"sp|P05743|RL26A_YEAST","Saccharopepsin OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PEP4 PE=1 SV=1",-20.4711,-19.6475,-19.0712,-19.4819,-18.2254,-18.3861,-19.9649,-17.5429,-19.7647,-19.3296,-19.4521,NA,-20.5303,-20.6067,-18.5803,-18.3576,-19.0474,-19.3378,-20.4975,-19.5567,-20.9997,-20.2281,-18.8711,-18.7469,-18.3766,-18.9204,-20.1642
"sp|P05747|RL29_YEAST","Profilin OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PFY1 PE=1 SV=2",-23.9671,NA,NA,-24.2367,-23.8317,-23.6082,NA,-24.1847,-24.8879,-23.5188,-23.359,-23.5029,-22.9586,-22.955,-22.4634,NA,NA,-27.6389,-23.7246,-22.8055,-23.7507,-23.9495,-22.6264,-22.8762,-18.1163,-19.1527,-21.6496
"sp|P05748|RL15A_YEAST","40S ribosomal protein S19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS19A PE=1 SV=2",-18.4161,-18.2509,-17.9758,-18.2136,-18.1606,-18.0984,-18.7167,-19.0999,-18.5269,-18.3095,-18.8517,-18.1252,-18.8318,-18.0905,-17.8325,-18.3437,-18.2868,-18.4247,-18.1644,-18.2563,-18.4276,-18.6116,-18.3861,-18.1924,-19.2748,-18.6077,-18.1513
"sp|P05749|RL22A_YEAST","Phosphomannomutase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SEC53 PE=1 SV=1",-20.7958,-19.7163,-20.5129,-20.1042,-19.2206,-19.6898,-19.6868,-19.9587,-20.4299,-19.2074,-19.4114,-18.8131,-19.7029,-20.227,-19.5849,-22.2159,-19.9015,-20.8048,-18.8907,-20.5067,-19.1692,-20.0387,-21.5553,-20.1138,-19.5555,-21.1636,-20.3719
"sp|P05750|RS3_YEAST","Serine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SES1 PE=1 SV=2",-16.4134,-15.9333,-16.1915,-16.8842,-16.4934,-16.6021,-16.5445,-16.8606,-16.4698,-16.8785,-16.6801,-16.2841,-15.7712,-16.4486,-16.276,-17.2234,-16.7144,-16.7448,-16.1557,-16.6458,-16.3948,-16.2241,-16.3957,-16.2117,-16.3289,-16.1294,-16.5305
"sp|P05755|RS9B_YEAST","Acetolactate synthase catalytic subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ILV2 PE=1 SV=1",-21.3161,-21.4206,-22.2033,-21.2009,-20.7299,NA,-22.3204,-21.9115,-22.5771,-21.4989,NA,NA,-20.7539,NA,-23.2349,-21.5632,-22.2558,-20.4825,-22.3789,-20.5432,-21.5179,-22.2833,-21.8125,-21.9608,NA,-20.6133,-22.3575
"sp|P05756|RS13_YEAST","Valine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=VAS1 PE=1 SV=2",-16.2706,-15.8134,-16.4874,-15.5165,-16.3269,-16.0685,-15.9976,-15.2506,-16.0092,-16.2251,-15.6107,-15.8807,-15.8955,-15.745,-15.9655,-16.1462,-16.6107,-16.2085,-15.4586,-15.6425,-16.122,-15.6986,-15.3436,-15.9818,-18.0718,-17.1015,-16.5716
"sp|P05759|RS31_YEAST","Fumarate hydratase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=FUM1 PE=1 SV=2",-17.6941,-18.0484,-18.3944,-18.0873,-17.4939,-17.6257,-18.0614,-16.6977,-16.4632,-17.0901,-17.3341,-18.0143,-18.2732,-17.829,-18.0682,-17.8722,-17.4332,-18.0571,-16.9757,-18.0748,-18.0896,-17.9731,-18.1702,-17.8543,-16.9096,-18.4368,-16.9886
"sp|P06101|CDC37_YEAST","Farnesyl pyrophosphate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ERG20 PE=1 SV=2",-21.2714,-20.2707,-21.4286,-20.5841,-21.9869,-20.927,-19.8633,-20.8545,-20.5024,-19.9888,-20.9458,-20.9726,-20.7191,-19.7621,-20.2364,-20.2293,-21.1814,-20.8376,-20.5793,-20.5197,-20.9923,-21.6856,-21.5401,-20.2635,-19.9794,-20.5665,-20.6209
"sp|P06105|SC160_YEAST","Pentafunctional AROM polypeptide OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ARO1 PE=1 SV=1",-21.1859,-21.8791,-24.2957,-21.1462,-21.3976,-21.8691,-21.7412,-21.8516,-22.1164,-21.5542,-21.6073,-22.6246,-21.6395,-22.0023,-23.4415,-23.2677,-22.3569,-23.1191,-21.2364,-20.9919,-21.3817,-21.6539,-21.9904,-22.5901,-19.9204,-21.0541,-21.2652
"sp|P06106|CYSD_YEAST","Annexin A5 (Chain 2-320) - Homo sapiens (Human)",-17.3235,-17.8603,-17.4527,-17.418,-17.524,-17.9474,-17.5878,-17.9267,-17.3492,-17.8199,-17.6975,-17.8797,-17.8465,-17.7652,-17.9696,-17.5131,-18.0642,-17.996,-17.8814,-17.5502,-17.4778,-17.5715,-17.5463,-17.4202,-18.7559,-18.0986,-18.0047
"sp|P06168|ILV5_YEAST","Cerevisin OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PRB1 PE=1 SV=1",-16.7572,-16.6103,-16.5073,-16.363,-16.118,-16.1204,-16.5961,-15.6567,-15.7778,-15.7898,-15.971,-16.2407,-15.6684,-16.4066,-16.2046,-16.3066,-16.4245,-16.257,-16.2561,-16.2199,-16.2559,-16.4488,-17.0348,-16.3218,-15.7144,-15.9996,-15.9029
"sp|P06169|PDC1_YEAST","Isoleucine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ILS1 PE=1 SV=1",-14.2275,-14.1355,-14.1792,-14.3722,-14.7082,-14.2901,-14.2639,-13.9377,-14.0471,-14.1417,-14.0754,-14.102,-14.0871,-14.2121,-14.2742,-14.2315,-14.4057,-14.6244,-14.0998,-14.1016,-14.0464,-13.8842,-14.1831,-14.1815,-15.0141,-14.744,-14.3126
"sp|P06208|LEU1_YEAST","Dihydrolipoyl dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=LPD1 PE=1 SV=1",-19.1754,-19.7928,-22.7886,-20.5742,-19.9739,-19.7292,-20.0507,-19.4683,-20.154,-19.3402,-19.6743,-18.8953,-19.6967,-19.3373,-19.6169,-20.8876,-23.5217,-21.8033,-19.9694,-19.2627,-19.2839,-20.2888,-19.4618,-20.4441,-20.2113,-19.9689,-20.0073
"sp|P06367|RS14A_YEAST","Ribonucleoside-diphosphate reductase small chain 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RNR2 PE=1 SV=2",-16.5441,-16.5459,-15.9791,-16.8938,-15.9702,-15.7611,-16.8011,-16.0935,-16.1557,-16.5083,-15.9616,-15.5633,-16.1995,-17.3468,-17.1444,-17.301,-17.0802,-16.6799,-15.7268,-15.7658,-15.6395,-16.9851,-17.5428,-16.6438,-16.3878,-16.9018,-16.2229
"sp|P06396ups|GELS_HUMAN_UPS","40S ribosomal protein S22-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS22A PE=1 SV=2",-18.8746,-19.1761,-19.781,NA,NA,NA,-18.004,-17.8027,-17.7272,NA,NA,-24.7901,NA,NA,NA,-16.8315,-16.8783,-16.6067,-22.6286,-23.4403,-22.4806,NA,NA,NA,NA,NA,NA
"sp|P06634|DED1_YEAST","60S ribosomal protein L11-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL11A PE=1 SV=2",-22.3325,-22.6308,-22.1634,-23.043,-21.556,NA,-22.9486,-22.9044,-23.3702,-22.4399,-22.4519,-22.374,-22.0625,-22.5548,-23.6934,-24.8674,-23.662,-22.9911,-21.868,-22.7166,-22.8889,-22.8916,-23.3347,-22.6363,-21.7742,-20.6454,-21.1154
"sp|P06732ups|KCRM_HUMAN_UPS","40S ribosomal protein S28-B OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS28B PE=1 SV=1",-19.8843,-19.8278,-19.3905,NA,NA,NA,-18.0903,-17.8769,-17.648,-23.0856,NA,NA,NA,NA,NA,-16.331,-16.8507,-16.4385,-22.018,-23.5163,-21.9712,NA,NA,NA,NA,NA,NA
"sp|P06738|PHSG_YEAST","60S ribosomal protein L27-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL27A PE=1 SV=1",-19.7138,-19.861,-20.0039,-19.5535,-19.9006,-20.9668,-19.7645,-19.5709,-20.7189,-20.5916,-19.8184,-20.3791,-19.9883,-19.9151,-19.7377,-20.3552,-20.3218,-20.2865,-19.7315,-19.6859,-20.3722,-20.2758,-20.0524,-20.0836,-19.2701,-19.2148,-19.4906
"sp|P06780|RHO1_YEAST","Mannitol dehydrogenase DSF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=DSF1 PE=1 SV=1",-20.137,-19.5145,-18.8311,-20.4673,-19.9908,-20.0043,-20.1502,-20.7931,-20.833,-22.2057,-20.9809,-19.0679,-20.2496,-19.5944,-19.3985,-20.2913,NA,-22.1083,-20.0588,-19.0682,-20.2035,-19.3367,-20.616,-19.5703,-20.1734,-21.8671,-20.317
"sp|P06787|CALM_YEAST","60S ribosomal protein L20-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL20A PE=1 SV=1",-18.743,-18.5113,-19.6297,-17.8941,-17.686,-17.7655,-18.615,-18.6368,-18.2937,-18.7247,-18.3599,-18.5211,-18.8836,-18.354,-18.576,-17.8532,-17.3347,-17.5455,-18.569,-18.398,-18.629,-18.1173,-19.8515,-19.2801,-17.7315,-17.9568,-17.8451
"sp|P07143|CY1_YEAST","40S ribosomal protein S23-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS23A PE=1 SV=1",-19.8091,-19.8933,-19.9204,-19.5922,-20.0263,-21.4714,-20.1813,NA,-19.9557,-21.7468,-20.8798,-20.1203,-20.1595,-19.56,-20.3336,-19.3483,-19.6263,-19.2956,NA,-21.6694,-19.4805,-19.5561,-19.8602,-18.8738,-18.8007,-19.4585,-19.3659
"sp|P07149|FAS1_YEAST","40S ribosomal protein S24-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS24A PE=1 SV=1",-17.7674,-17.8521,-17.8885,-17.3755,-17.4472,-17.4491,-17.8077,-18.3655,-18.2031,-17.7742,-17.9022,-18.3262,-17.9595,-17.5902,-17.4633,-18.0462,-17.9984,-18.2571,-18.2789,-18.019,-17.9265,-17.7457,-17.37,-17.9415,-17.5348,-17.8653,-17.2628
"sp|P07170|KAD2_YEAST","40S ribosomal protein S4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS4A PE=1 SV=1",-16.7076,-17.5566,-16.0197,-16.153,-16.5863,-17.111,-16.4669,-18.2549,-16.9524,-16.6543,-17.126,-18.1357,-17.1039,-16.621,-16.9628,-16.174,-15.933,-16.3506,-17.5169,-16.66,-17.3253,-16.3136,-16.9205,-16.6687,-16.4868,-16.6562,-16.4984
"sp|P07245|C1TC_YEAST","40S ribosomal protein S6-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS6A PE=1 SV=1",-20.597,-20.3304,-19.6522,-19.5843,-19.8428,-19.2907,-19.781,-19.9613,-20.4308,-19.8405,-19.9107,-20.8144,-20.4016,-19.9209,-19.5046,-21.1354,-21.0233,-19.7237,-20.456,-20.0842,-19.7628,-19.835,-19.621,-19.8848,-18.0918,-18.479,-19.1882
"sp|P07246|ADH3_YEAST","40S ribosomal protein S8-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS8A PE=1 SV=1",-21.0351,-20.7727,-19.4115,-21.0944,-20.2813,-21.941,-20.1406,-19.2339,-21.934,-19.4429,-19.9365,-20.3804,-20.5538,-20.4964,-19.9559,-20.0435,-19.5991,-20.2535,-20.6233,-21.7074,-19.5806,-20.5435,-20.3903,-19.8741,-19.2921,-20.6967,-20.0711
"sp|P07251|ATPA_YEAST","60S ribosomal protein L23-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL23A PE=1 SV=1",-17.3348,-17.3928,-17.5423,-17.0955,-17.5312,-16.9912,-16.9385,-17.3258,-17.6081,-17.6277,-17.2921,-17.7934,-17.1404,-17.5791,-17.1791,-17.6765,-17.1898,-17.121,-18.0074,-18.1548,-17.6834,-17.3557,-17.1759,-17.1372,-16.3533,-17.3409,-17.2268
"sp|P07256|QCR1_YEAST","60S ribosomal protein L1-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL1A PE=1 SV=1",-18.5577,-18.5556,-18.4744,-18.956,-18.6021,-18.8724,-18.6483,-19.24,-19.0566,-18.9566,-19.3699,-18.3326,-18.3769,-18.183,-19.3042,-19.234,-18.9706,-19.9104,-18.8702,-18.9742,-18.9776,-18.4538,-18.3889,-18.7028,-18.5632,-18.2643,-18.8094
